country_region,iso3166_1,date,daily_cases,daily_deaths,population
Cyprus,CY,2020-05-10,1.0,0.0,875899.0
Cyprus,CY,2020-05-11,6.0,1.0,875899.0
Cyprus,CY,2020-05-12,3.0,0.0,875899.0
Cyprus,CY,2020-05-13,2.0,0.0,875899.0
Cyprus,CY,2020-05-14,2.0,1.0,875899.0
Cyprus,CY,2020-05-15,2.0,0.0,875899.0
Cyprus,CY,2020-05-16,3.0,0.0,875899.0
Cyprus,CY,2020-05-17,4.0,0.0,875899.0
Cyprus,CY,2020-05-18,2.0,0.0,875899.0
Cyprus,CY,2020-05-19,1.0,0.0,875899.0
Cyprus,CY,2020-05-20,1.0,0.0,875899.0
Cyprus,CY,2020-05-21,4.0,0.0,875899.0
Cyprus,CY,2020-05-22,1.0,0.0,875899.0
Cyprus,CY,2020-05-23,4.0,0.0,875899.0
Cyprus,CY,2020-05-24,0.0,0.0,875899.0
Cyprus,CY,2020-05-25,8.0,0.0,875899.0
Cyprus,CY,2020-05-26,2.0,0.0,875899.0
Cyprus,CY,2020-05-27,2.0,0.0,875899.0
Cyprus,CY,2020-05-28,0.0,0.0,875899.0
Cyprus,CY,2020-05-29,2.0,0.0,875899.0
Cyprus,CY,2020-05-30,0.0,0.0,875899.0
Cyprus,CY,2020-05-31,2.0,0.0,875899.0
Cyprus,CY,2020-06-01,1.0,0.0,875899.0
Cyprus,CY,2020-06-02,5.0,0.0,875899.0
Cyprus,CY,2020-06-03,3.0,0.0,875899.0
Cyprus,CY,2020-06-04,6.0,0.0,875899.0
Cyprus,CY,2020-06-05,0.0,0.0,875899.0
Cyprus,CY,2020-06-06,2.0,0.0,875899.0
Cyprus,CY,2020-06-07,0.0,1.0,875899.0
Cyprus,CY,2020-06-08,4.0,0.0,875899.0
Cyprus,CY,2020-06-09,6.0,0.0,875899.0
Cyprus,CY,2020-06-10,2.0,0.0,875899.0
Cyprus,CY,2020-06-11,2.0,0.0,875899.0
Cyprus,CY,2020-06-12,1.0,0.0,875899.0
Cyprus,CY,2020-06-13,5.0,0.0,875899.0
Cyprus,CY,2020-06-14,0.0,0.0,875899.0
Cyprus,CY,2020-06-15,3.0,0.0,875899.0
Cyprus,CY,2020-06-16,2.0,0.0,875899.0
Cyprus,CY,2020-06-17,0.0,0.0,875899.0
Cyprus,CY,2020-06-18,0.0,0.0,875899.0
Cyprus,CY,2020-06-19,0.0,1.0,875899.0
Cyprus,CY,2020-06-20,0.0,0.0,875899.0
Cyprus,CY,2020-06-21,0.0,0.0,875899.0
Cyprus,CY,2020-06-22,1.0,0.0,875899.0
Cyprus,CY,2020-06-23,2.0,0.0,875899.0
Cyprus,CY,2020-06-24,2.0,0.0,875899.0
Cyprus,CY,2020-06-25,1.0,0.0,875899.0
Cyprus,CY,2020-06-26,1.0,0.0,875899.0
Cyprus,CY,2020-06-27,0.0,0.0,875899.0
Cyprus,CY,2020-06-28,2.0,0.0,875899.0
Cyprus,CY,2020-06-29,0.0,0.0,875899.0
Cyprus,CY,2020-06-30,2.0,0.0,875899.0
Cyprus,CY,2020-07-01,2.0,0.0,875899.0
Cyprus,CY,2020-07-02,1.0,0.0,875899.0
Cyprus,CY,2020-07-03,0.0,0.0,875899.0
Cyprus,CY,2020-07-04,0.0,0.0,875899.0
Cyprus,CY,2020-07-05,3.0,0.0,875899.0
Cyprus,CY,2020-07-06,1.0,0.0,875899.0
Cyprus,CY,2020-07-07,1.0,0.0,875899.0
Cyprus,CY,2020-07-08,1.0,0.0,875899.0
Cyprus,CY,2020-07-09,3.0,0.0,875899.0
Cyprus,CY,2020-07-10,2.0,0.0,875899.0
Cyprus,CY,2020-07-11,3.0,0.0,875899.0
Cyprus,CY,2020-07-12,1.0,0.0,875899.0
Cyprus,CY,2020-07-13,7.0,0.0,875899.0
Cyprus,CY,2020-07-14,1.0,0.0,875899.0
Cyprus,CY,2020-07-15,0.0,0.0,875899.0
Cyprus,CY,2020-07-16,1.0,0.0,875899.0
Cyprus,CY,2020-07-17,8.0,0.0,875899.0
Cyprus,CY,2020-07-18,0.0,0.0,875899.0
Cyprus,CY,2020-07-19,6.0,0.0,875899.0
Cyprus,CY,2020-07-20,1.0,0.0,875899.0
Cyprus,CY,2020-07-21,0.0,0.0,875899.0
Cyprus,CY,2020-07-22,2.0,0.0,875899.0
Cyprus,CY,2020-07-23,0.0,0.0,875899.0
Cyprus,CY,2020-07-24,5.0,0.0,875899.0
Cyprus,CY,2020-07-25,2.0,0.0,875899.0
Cyprus,CY,2020-07-26,6.0,0.0,875899.0
Cyprus,CY,2020-07-27,4.0,0.0,875899.0
Cyprus,CY,2020-07-28,3.0,0.0,875899.0
Cyprus,CY,2020-07-29,7.0,0.0,875899.0
Cyprus,CY,2020-07-30,13.0,0.0,875899.0
Cyprus,CY,2020-07-31,4.0,0.0,875899.0
Cyprus,CY,2020-08-01,30.0,0.0,875899.0
Cyprus,CY,2020-08-02,10.0,0.0,875899.0
Cyprus,CY,2020-08-03,26.0,0.0,875899.0
Cyprus,CY,2020-08-04,5.0,0.0,875899.0
Cyprus,CY,2020-08-05,25.0,0.0,875899.0
Cyprus,CY,2020-08-06,15.0,0.0,875899.0
Cyprus,CY,2020-08-07,13.0,0.0,875899.0
Cyprus,CY,2020-08-08,14.0,0.0,875899.0
Cyprus,CY,2020-08-09,11.0,0.0,875899.0
Cyprus,CY,2020-08-10,9.0,0.0,875899.0
Cyprus,CY,2020-08-11,10.0,0.0,875899.0
Cyprus,CY,2020-08-12,25.0,1.0,875899.0
Cyprus,CY,2020-08-13,14.0,0.0,875899.0
Cyprus,CY,2020-08-14,14.0,0.0,875899.0
Cyprus,CY,2020-08-15,13.0,0.0,875899.0
Cyprus,CY,2020-08-16,14.0,0.0,875899.0
Cyprus,CY,2020-08-17,0.0,0.0,875899.0
Cyprus,CY,2020-08-18,19.0,0.0,875899.0
Cyprus,CY,2020-08-19,8.0,0.0,875899.0
Cyprus,CY,2020-08-20,26.0,1.0,875899.0
Cyprus,CY,2020-08-21,10.0,0.0,875899.0
Cyprus,CY,2020-08-22,11.0,0.0,875899.0
Cyprus,CY,2020-08-23,11.0,0.0,875899.0
Cyprus,CY,2020-08-24,4.0,0.0,875899.0
Cyprus,CY,2020-08-25,30.0,0.0,875899.0
Cyprus,CY,2020-08-26,23.0,0.0,875899.0
Cyprus,CY,2020-08-27,7.0,0.0,875899.0
Cyprus,CY,2020-08-28,0.0,0.0,875899.0
Cyprus,CY,2020-08-29,0.0,0.0,875899.0
Cyprus,CY,2020-08-30,2.0,0.0,875899.0
Cyprus,CY,2020-08-31,4.0,0.0,875899.0
Cyprus,CY,2020-09-01,1.0,0.0,875899.0
Cyprus,CY,2020-09-02,2.0,0.0,875899.0
Cyprus,CY,2020-09-03,5.0,0.0,875899.0
Cyprus,CY,2020-09-04,3.0,0.0,875899.0
Cyprus,CY,2020-09-05,0.0,0.0,875899.0
Cyprus,CY,2020-09-06,9.0,0.0,875899.0
Cyprus,CY,2020-09-07,2.0,0.0,875899.0
Cyprus,CY,2020-09-08,1.0,0.0,875899.0
Cyprus,CY,2020-09-09,1.0,0.0,875899.0
Cyprus,CY,2020-09-10,3.0,0.0,875899.0
Cyprus,CY,2020-09-11,3.0,0.0,875899.0
Cyprus,CY,2020-09-12,3.0,0.0,875899.0
Cyprus,CY,2020-09-13,3.0,0.0,875899.0
Cyprus,CY,2020-09-14,3.0,0.0,875899.0
Cyprus,CY,2020-09-15,8.0,1.0,875899.0
Cyprus,CY,2020-09-16,6.0,0.0,875899.0
Cyprus,CY,2020-09-17,8.0,0.0,875899.0
Cyprus,CY,2020-09-18,10.0,0.0,875899.0
Cyprus,CY,2020-09-19,7.0,0.0,875899.0
Cyprus,CY,2020-09-20,15.0,0.0,875899.0
Cyprus,CY,2020-09-21,20.0,0.0,875899.0
Cyprus,CY,2020-09-22,3.0,0.0,875899.0
Cyprus,CY,2020-09-23,15.0,0.0,875899.0
Cyprus,CY,2020-09-24,36.0,0.0,875899.0
Cyprus,CY,2020-09-25,9.0,0.0,875899.0
Cyprus,CY,2020-09-26,8.0,0.0,875899.0
Cyprus,CY,2020-09-27,13.0,0.0,875899.0
Cyprus,CY,2020-09-28,12.0,0.0,875899.0
Cyprus,CY,2020-09-29,17.0,0.0,875899.0
Cyprus,CY,2020-09-30,30.0,0.0,875899.0
Cyprus,CY,2020-10-01,12.0,0.0,875899.0
Cyprus,CY,2020-10-02,17.0,0.0,875899.0
Cyprus,CY,2020-10-03,17.0,0.0,875899.0
Cyprus,CY,2020-10-04,22.0,0.0,875899.0
Cyprus,CY,2020-10-05,13.0,0.0,875899.0
Cyprus,CY,2020-10-06,23.0,0.0,875899.0
Cyprus,CY,2020-10-07,29.0,1.0,875899.0
Cyprus,CY,2020-10-08,21.0,1.0,875899.0
Cyprus,CY,2020-10-09,21.0,0.0,875899.0
Cyprus,CY,2020-10-10,33.0,1.0,875899.0
Cyprus,CY,2020-10-11,35.0,0.0,875899.0
Cyprus,CY,2020-10-12,0.0,0.0,875899.0
Cyprus,CY,2020-10-13,61.0,0.0,875899.0
Cyprus,CY,2020-10-14,0.0,0.0,875899.0
Cyprus,CY,2020-10-15,83.0,0.0,875899.0
Cyprus,CY,2020-10-16,51.0,0.0,875899.0
Cyprus,CY,2020-10-17,198.0,0.0,875899.0
Cyprus,CY,2020-10-18,0.0,0.0,875899.0
Cyprus,CY,2020-10-19,265.0,0.0,875899.0
Cyprus,CY,2020-10-20,43.0,0.0,875899.0
Cyprus,CY,2020-10-21,152.0,0.0,875899.0
Cyprus,CY,2020-10-22,127.0,0.0,875899.0
Cyprus,CY,2020-10-23,188.0,0.0,875899.0
Cyprus,CY,2020-10-24,160.0,0.0,875899.0
Cyprus,CY,2020-10-25,130.0,0.0,875899.0
Cyprus,CY,2020-10-26,101.0,0.0,875899.0
Cyprus,CY,2020-10-27,91.0,0.0,875899.0
Cyprus,CY,2020-10-28,181.0,0.0,875899.0
Cyprus,CY,2020-10-29,0.0,0.0,875899.0
Cyprus,CY,2020-10-30,234.0,0.0,875899.0
Cyprus,CY,2020-10-31,166.0,0.0,875899.0
Cyprus,CY,2020-11-01,149.0,1.0,875899.0
Cyprus,CY,2020-11-02,197.0,0.0,875899.0
Cyprus,CY,2020-11-03,197.0,0.0,875899.0
Cyprus,CY,2020-11-04,174.0,0.0,875899.0
Cyprus,CY,2020-11-05,166.0,0.0,875899.0
Cyprus,CY,2020-11-06,233.0,0.0,875899.0
Cyprus,CY,2020-11-07,224.0,0.0,875899.0
Cyprus,CY,2020-11-08,314.0,1.0,875899.0
Cyprus,CY,2020-11-09,116.0,0.0,875899.0
Cyprus,CY,2020-11-10,111.0,0.0,875899.0
Cyprus,CY,2020-11-11,198.0,2.0,875899.0
Cyprus,CY,2020-11-12,165.0,3.0,875899.0
Cyprus,CY,2020-11-13,185.0,2.0,875899.0
Cyprus,CY,2020-11-14,207.0,4.0,875899.0
Cyprus,CY,2020-11-15,198.0,1.0,875899.0
Cyprus,CY,2020-11-16,127.0,1.0,875899.0
Cyprus,CY,2020-11-17,107.0,0.0,875899.0
Cyprus,CY,2020-11-18,228.0,0.0,875899.0
Cyprus,CY,2020-11-19,198.0,1.0,875899.0
Cyprus,CY,2020-11-20,268.0,0.0,875899.0
Cyprus,CY,2020-11-21,232.0,2.0,875899.0
Cyprus,CY,2020-11-22,245.0,0.0,875899.0
Cyprus,CY,2020-11-23,187.0,1.0,875899.0
Cyprus,CY,2020-11-24,304.0,0.0,875899.0
Cyprus,CY,2020-11-25,252.0,2.0,875899.0
Cyprus,CY,2020-11-26,254.0,1.0,875899.0
Cyprus,CY,2020-11-27,220.0,1.0,875899.0
Cyprus,CY,2020-11-28,310.0,0.0,875899.0
Cyprus,CY,2020-11-29,248.0,0.0,875899.0
Cyprus,CY,2020-11-30,152.0,0.0,875899.0
Cyprus,CY,2020-12-01,182.0,1.0,875899.0
Cyprus,CY,2020-12-02,318.0,0.0,875899.0
Cyprus,CY,2020-12-03,292.0,3.0,875899.0
Cyprus,CY,2020-12-04,348.0,2.0,875899.0
Cyprus,CY,2020-12-05,289.0,3.0,875899.0
Cyprus,CY,2020-12-06,369.0,2.0,875899.0
Cyprus,CY,2020-12-07,270.0,2.0,875899.0
Cyprus,CY,2020-12-08,416.0,2.0,875899.0
Cyprus,CY,2020-12-09,419.0,5.0,875899.0
Cyprus,CY,2020-12-10,363.0,2.0,875899.0
Cyprus,CY,2020-12-11,403.0,2.0,875899.0
Cyprus,CY,2020-12-12,424.0,3.0,875899.0
Cyprus,CY,2020-12-13,324.0,2.0,875899.0
Cyprus,CY,2020-12-14,301.0,1.0,875899.0
Czechia,CZ,2019-12-31,0.0,0.0,10649800.0
Czechia,CZ,2020-01-01,0.0,0.0,10649800.0
Czechia,CZ,2020-01-02,0.0,0.0,10649800.0
Czechia,CZ,2020-01-03,0.0,0.0,10649800.0
Czechia,CZ,2020-01-04,0.0,0.0,10649800.0
Czechia,CZ,2020-01-05,0.0,0.0,10649800.0
Czechia,CZ,2020-01-06,0.0,0.0,10649800.0
Czechia,CZ,2020-01-07,0.0,0.0,10649800.0
Czechia,CZ,2020-01-08,0.0,0.0,10649800.0
Czechia,CZ,2020-01-09,0.0,0.0,10649800.0
Czechia,CZ,2020-01-10,0.0,0.0,10649800.0
Czechia,CZ,2020-01-11,0.0,0.0,10649800.0
Czechia,CZ,2020-01-12,0.0,0.0,10649800.0
Czechia,CZ,2020-01-13,0.0,0.0,10649800.0
Czechia,CZ,2020-01-14,0.0,0.0,10649800.0
Czechia,CZ,2020-01-15,0.0,0.0,10649800.0
Czechia,CZ,2020-01-16,0.0,0.0,10649800.0
Czechia,CZ,2020-01-17,0.0,0.0,10649800.0
Czechia,CZ,2020-01-18,0.0,0.0,10649800.0
Czechia,CZ,2020-01-19,0.0,0.0,10649800.0
Czechia,CZ,2020-01-20,0.0,0.0,10649800.0
Czechia,CZ,2020-01-21,0.0,0.0,10649800.0
Czechia,CZ,2020-01-22,0.0,0.0,10649800.0
Czechia,CZ,2020-01-23,0.0,0.0,10649800.0
Czechia,CZ,2020-01-24,0.0,0.0,10649800.0
Czechia,CZ,2020-01-25,0.0,0.0,10649800.0
Czechia,CZ,2020-01-26,0.0,0.0,10649800.0
Czechia,CZ,2020-01-27,0.0,0.0,10649800.0
Czechia,CZ,2020-01-28,0.0,0.0,10649800.0
Czechia,CZ,2020-01-29,0.0,0.0,10649800.0
Czechia,CZ,2020-01-30,0.0,0.0,10649800.0
Czechia,CZ,2020-01-31,0.0,0.0,10649800.0
Czechia,CZ,2020-02-01,0.0,0.0,10649800.0
Czechia,CZ,2020-02-02,0.0,0.0,10649800.0
Czechia,CZ,2020-02-03,0.0,0.0,10649800.0
Czechia,CZ,2020-02-04,0.0,0.0,10649800.0
Czechia,CZ,2020-02-05,0.0,0.0,10649800.0
Czechia,CZ,2020-02-06,0.0,0.0,10649800.0
Czechia,CZ,2020-02-07,0.0,0.0,10649800.0
Czechia,CZ,2020-02-08,0.0,0.0,10649800.0
Czechia,CZ,2020-02-09,0.0,0.0,10649800.0
Czechia,CZ,2020-02-10,0.0,0.0,10649800.0
Czechia,CZ,2020-02-11,0.0,0.0,10649800.0
Czechia,CZ,2020-02-12,0.0,0.0,10649800.0
Czechia,CZ,2020-02-13,0.0,0.0,10649800.0
Czechia,CZ,2020-02-14,0.0,0.0,10649800.0
Czechia,CZ,2020-02-15,0.0,0.0,10649800.0
Czechia,CZ,2020-02-16,0.0,0.0,10649800.0
Czechia,CZ,2020-02-17,0.0,0.0,10649800.0
Czechia,CZ,2020-02-18,0.0,0.0,10649800.0
Czechia,CZ,2020-02-19,0.0,0.0,10649800.0
Czechia,CZ,2020-02-20,0.0,0.0,10649800.0
Czechia,CZ,2020-02-21,0.0,0.0,10649800.0
Czechia,CZ,2020-02-22,0.0,0.0,10649800.0
Czechia,CZ,2020-02-23,0.0,0.0,10649800.0
Czechia,CZ,2020-02-24,0.0,0.0,10649800.0
Czechia,CZ,2020-02-25,0.0,0.0,10649800.0
Czechia,CZ,2020-02-26,0.0,0.0,10649800.0
Czechia,CZ,2020-02-27,0.0,0.0,10649800.0
Czechia,CZ,2020-02-28,0.0,0.0,10649800.0
Czechia,CZ,2020-02-29,0.0,0.0,10649800.0
Czechia,CZ,2020-03-01,0.0,0.0,10649800.0
Czechia,CZ,2020-03-02,3.0,0.0,10649800.0
Czechia,CZ,2020-03-03,2.0,0.0,10649800.0
Czechia,CZ,2020-03-04,0.0,0.0,10649800.0
Czechia,CZ,2020-03-05,3.0,0.0,10649800.0
Czechia,CZ,2020-03-06,4.0,0.0,10649800.0
Czechia,CZ,2020-03-07,7.0,0.0,10649800.0
Czechia,CZ,2020-03-08,7.0,0.0,10649800.0
Czechia,CZ,2020-03-09,6.0,0.0,10649800.0
Czechia,CZ,2020-03-10,8.0,0.0,10649800.0
Czechia,CZ,2020-03-11,23.0,0.0,10649800.0
Czechia,CZ,2020-03-12,31.0,0.0,10649800.0
Czechia,CZ,2020-03-13,22.0,0.0,10649800.0
Czechia,CZ,2020-03-14,34.0,0.0,10649800.0
Czechia,CZ,2020-03-15,64.0,0.0,10649800.0
Czechia,CZ,2020-03-16,84.0,0.0,10649800.0
Czechia,CZ,2020-03-17,46.0,0.0,10649800.0
Czechia,CZ,2020-03-18,90.0,0.0,10649800.0
Czechia,CZ,2020-03-19,88.0,0.0,10649800.0
Czechia,CZ,2020-03-20,172.0,0.0,10649800.0
Czechia,CZ,2020-03-21,210.0,0.0,10649800.0
Czechia,CZ,2020-03-22,91.0,0.0,10649800.0
Czechia,CZ,2020-03-23,170.0,1.0,10649800.0
Czechia,CZ,2020-03-24,71.0,0.0,10649800.0
Czechia,CZ,2020-03-25,158.0,2.0,10649800.0
Czechia,CZ,2020-03-26,260.0,3.0,10649800.0
Czechia,CZ,2020-03-27,408.0,3.0,10649800.0
Czechia,CZ,2020-03-28,217.0,0.0,10649800.0
Czechia,CZ,2020-03-29,384.0,2.0,10649800.0
Czechia,CZ,2020-03-30,166.0,5.0,10649800.0
Czechia,CZ,2020-03-31,173.0,8.0,10649800.0
Czechia,CZ,2020-04-01,306.0,7.0,10649800.0
Czechia,CZ,2020-04-02,281.0,8.0,10649800.0
Czechia,CZ,2020-04-03,269.0,5.0,10649800.0
Czechia,CZ,2020-04-04,332.0,9.0,10649800.0
Czechia,CZ,2020-04-05,282.0,6.0,10649800.0
Czechia,CZ,2020-04-06,115.0,8.0,10649800.0
Czechia,CZ,2020-04-07,235.0,11.0,10649800.0
Czechia,CZ,2020-04-08,195.0,10.0,10649800.0
Czechia,CZ,2020-04-09,295.0,11.0,10649800.0
Czechia,CZ,2020-04-10,257.0,13.0,10649800.0
Czechia,CZ,2020-04-11,163.0,7.0,10649800.0
Czechia,CZ,2020-04-12,170.0,10.0,10649800.0
Czechia,CZ,2020-04-13,89.0,9.0,10649800.0
Czechia,CZ,2020-04-14,68.0,5.0,10649800.0
Czechia,CZ,2020-04-15,82.0,18.0,10649800.0
Czechia,CZ,2020-04-16,162.0,5.0,10649800.0
Czechia,CZ,2020-04-17,130.0,3.0,10649800.0
Czechia,CZ,2020-04-18,116.0,4.0,10649800.0
Czechia,CZ,2020-04-19,105.0,8.0,10649800.0
Czechia,CZ,2020-04-20,133.0,7.0,10649800.0
Czechia,CZ,2020-04-21,127.0,8.0,10649800.0
Czechia,CZ,2020-04-22,127.0,5.0,10649800.0
Czechia,CZ,2020-04-23,95.0,9.0,10649800.0
Czechia,CZ,2020-04-24,52.0,3.0,10649800.0
Czechia,CZ,2020-04-25,85.0,2.0,10649800.0
Czechia,CZ,2020-04-26,79.0,3.0,10649800.0
Czechia,CZ,2020-04-27,52.0,3.0,10649800.0
Czechia,CZ,2020-04-28,45.0,2.0,10649800.0
Czechia,CZ,2020-04-29,55.0,4.0,10649800.0
Czechia,CZ,2020-04-30,75.0,0.0,10649800.0
Czechia,CZ,2020-05-01,103.0,9.0,10649800.0
Czechia,CZ,2020-05-02,55.0,4.0,10649800.0
Czechia,CZ,2020-05-03,18.0,5.0,10649800.0
Czechia,CZ,2020-05-04,26.0,3.0,10649800.0
Czechia,CZ,2020-05-05,38.0,4.0,10649800.0
Czechia,CZ,2020-05-06,77.0,5.0,10649800.0
Czechia,CZ,2020-05-07,78.0,5.0,10649800.0
Czechia,CZ,2020-05-08,57.0,8.0,10649800.0
Czechia,CZ,2020-05-09,46.0,3.0,10649800.0
Czechia,CZ,2020-05-10,18.0,3.0,10649800.0
Czechia,CZ,2020-05-11,28.0,4.0,10649800.0
Czechia,CZ,2020-05-12,53.0,2.0,10649800.0
Czechia,CZ,2020-05-13,45.0,1.0,10649800.0
Czechia,CZ,2020-05-14,48.0,7.0,10649800.0
Czechia,CZ,2020-05-15,82.0,3.0,10649800.0
Czechia,CZ,2020-05-16,55.0,2.0,10649800.0
Czechia,CZ,2020-05-17,49.0,1.0,10649800.0
Czechia,CZ,2020-05-18,20.0,1.0,10649800.0
Czechia,CZ,2020-05-19,111.0,0.0,10649800.0
Czechia,CZ,2020-05-20,61.0,5.0,10649800.0
Czechia,CZ,2020-05-21,74.0,2.0,10649800.0
Czechia,CZ,2020-05-22,33.0,2.0,10649800.0
Czechia,CZ,2020-05-23,59.0,6.0,10649800.0
Czechia,CZ,2020-05-24,77.0,2.0,10649800.0
Czechia,CZ,2020-05-25,67.0,1.0,10649800.0
Czechia,CZ,2020-05-26,47.0,2.0,10649800.0
Czechia,CZ,2020-05-27,46.0,0.0,10649800.0
Czechia,CZ,2020-05-28,36.0,0.0,10649800.0
Czechia,CZ,2020-05-29,54.0,2.0,10649800.0
Czechia,CZ,2020-05-30,56.0,0.0,10649800.0
Czechia,CZ,2020-05-31,34.0,0.0,10649800.0
Czechia,CZ,2020-06-01,43.0,1.0,10649800.0
Czechia,CZ,2020-06-02,29.0,1.0,10649800.0
Czechia,CZ,2020-06-03,62.0,2.0,10649800.0
Czechia,CZ,2020-06-04,74.0,1.0,10649800.0
Czechia,CZ,2020-06-05,56.0,2.0,10649800.0
Czechia,CZ,2020-06-06,35.0,1.0,10649800.0
Czechia,CZ,2020-06-07,38.0,0.0,10649800.0
Czechia,CZ,2020-06-08,61.0,0.0,10649800.0
Czechia,CZ,2020-06-09,69.0,1.0,10649800.0
Czechia,CZ,2020-06-10,54.0,0.0,10649800.0
Czechia,CZ,2020-06-11,73.0,0.0,10649800.0
Czechia,CZ,2020-06-12,62.0,1.0,10649800.0
Czechia,CZ,2020-06-13,52.0,0.0,10649800.0
Czechia,CZ,2020-06-14,53.0,0.0,10649800.0
Czechia,CZ,2020-06-15,33.0,0.0,10649800.0
Czechia,CZ,2020-06-16,40.0,1.0,10649800.0
Czechia,CZ,2020-06-17,47.0,1.0,10649800.0
Czechia,CZ,2020-06-18,51.0,2.0,10649800.0
Czechia,CZ,2020-06-19,68.0,1.0,10649800.0
Czechia,CZ,2020-06-20,176.0,1.0,10649800.0
Czechia,CZ,2020-06-21,42.0,1.0,10649800.0
Czechia,CZ,2020-06-22,50.0,0.0,10649800.0
Czechia,CZ,2020-06-23,63.0,0.0,10649800.0
Czechia,CZ,2020-06-24,89.0,3.0,10649800.0
Czechia,CZ,2020-06-25,127.0,4.0,10649800.0
Czechia,CZ,2020-06-26,93.0,2.0,10649800.0
Czechia,CZ,2020-06-27,168.0,0.0,10649800.0
Czechia,CZ,2020-06-28,260.0,2.0,10649800.0
Czechia,CZ,2020-06-29,305.0,1.0,10649800.0
Czechia,CZ,2020-06-30,202.0,0.0,10649800.0
Czechia,CZ,2020-07-01,149.0,1.0,10649800.0
Czechia,CZ,2020-07-02,92.0,0.0,10649800.0
Czechia,CZ,2020-07-03,132.0,2.0,10649800.0
Czechia,CZ,2020-07-04,141.0,1.0,10649800.0
Czechia,CZ,2020-07-05,121.0,-1.0,10649800.0
Czechia,CZ,2020-07-06,75.0,-3.0,10649800.0
Czechia,CZ,2020-07-07,51.0,2.0,10649800.0
Czechia,CZ,2020-07-08,119.0,1.0,10649800.0
Czechia,CZ,2020-07-09,129.0,0.0,10649800.0
Czechia,CZ,2020-07-10,105.0,1.0,10649800.0
Czechia,CZ,2020-07-11,143.0,0.0,10649800.0
Czechia,CZ,2020-07-12,53.0,0.0,10649800.0
Czechia,CZ,2020-07-13,59.0,0.0,10649800.0
Czechia,CZ,2020-07-14,64.0,1.0,10649800.0
Czechia,CZ,2020-07-15,103.0,2.0,10649800.0
Czechia,CZ,2020-07-16,134.0,0.0,10649800.0
Czechia,CZ,2020-07-17,137.0,0.0,10649800.0
Czechia,CZ,2020-07-18,130.0,3.0,10649800.0
Czechia,CZ,2020-07-19,113.0,0.0,10649800.0
Czechia,CZ,2020-07-20,90.0,1.0,10649800.0
Czechia,CZ,2020-07-21,153.0,0.0,10649800.0
Czechia,CZ,2020-07-22,226.0,1.0,10649800.0
Czechia,CZ,2020-07-23,246.0,4.0,10649800.0
Czechia,CZ,2020-07-24,230.0,1.0,10649800.0
Czechia,CZ,2020-07-25,281.0,3.0,10649800.0
Czechia,CZ,2020-07-26,131.0,0.0,10649800.0
Czechia,CZ,2020-07-27,112.0,3.0,10649800.0
Czechia,CZ,2020-07-28,192.0,2.0,10649800.0
Czechia,CZ,2020-07-29,283.0,0.0,10649800.0
Czechia,CZ,2020-07-30,294.0,1.0,10649800.0
Czechia,CZ,2020-07-31,249.0,5.0,10649800.0
Czechia,CZ,2020-08-01,232.0,3.0,10649800.0
Czechia,CZ,2020-08-02,125.0,1.0,10649800.0
Czechia,CZ,2020-08-03,101.0,0.0,10649800.0
Czechia,CZ,2020-08-04,208.0,0.0,10649800.0
Czechia,CZ,2020-08-05,278.0,0.0,10649800.0
Czechia,CZ,2020-08-06,243.0,5.0,10649800.0
Czechia,CZ,2020-08-07,211.0,1.0,10649800.0
Czechia,CZ,2020-08-08,320.0,0.0,10649800.0
Czechia,CZ,2020-08-09,175.0,0.0,10649800.0
Czechia,CZ,2020-08-10,120.0,0.0,10649800.0
Czechia,CZ,2020-08-11,139.0,0.0,10649800.0
Czechia,CZ,2020-08-12,289.0,2.0,10649800.0
Czechia,CZ,2020-08-13,292.0,0.0,10649800.0
Czechia,CZ,2020-08-14,326.0,0.0,10649800.0
Czechia,CZ,2020-08-15,292.0,3.0,10649800.0
Czechia,CZ,2020-08-16,198.0,1.0,10649800.0
Czechia,CZ,2020-08-17,121.0,2.0,10649800.0
Czechia,CZ,2020-08-18,190.0,2.0,10649800.0
Czechia,CZ,2020-08-19,281.0,2.0,10649800.0
Czechia,CZ,2020-08-20,315.0,3.0,10649800.0
Czechia,CZ,2020-08-21,247.0,2.0,10649800.0
Czechia,CZ,2020-08-22,506.0,5.0,10649800.0
Czechia,CZ,2020-08-23,239.0,0.0,10649800.0
Czechia,CZ,2020-08-24,133.0,1.0,10649800.0
Czechia,CZ,2020-08-25,258.0,3.0,10649800.0
Czechia,CZ,2020-08-26,367.0,1.0,10649800.0
Czechia,CZ,2020-08-27,403.0,2.0,10649800.0
Czechia,CZ,2020-08-28,349.0,0.0,10649800.0
Czechia,CZ,2020-08-29,477.0,1.0,10649800.0
Czechia,CZ,2020-08-30,317.0,2.0,10649800.0
Czechia,CZ,2020-08-31,273.0,2.0,10649800.0
Czechia,CZ,2020-09-01,251.0,1.0,10649800.0
Czechia,CZ,2020-09-02,499.0,1.0,10649800.0
Czechia,CZ,2020-09-03,656.0,0.0,10649800.0
Czechia,CZ,2020-09-04,679.0,1.0,10649800.0
Czechia,CZ,2020-09-05,797.0,3.0,10649800.0
Czechia,CZ,2020-09-06,503.0,2.0,10649800.0
Czechia,CZ,2020-09-07,404.0,5.0,10649800.0
Czechia,CZ,2020-09-08,560.0,1.0,10649800.0
