country_region,iso3166_1,date,daily_cases,daily_deaths,population
Malta,MT,2020-03-09,0.0,0.0,493559.0
Malta,MT,2020-03-10,2.0,0.0,493559.0
Malta,MT,2020-03-11,1.0,0.0,493559.0
Malta,MT,2020-03-12,1.0,0.0,493559.0
Malta,MT,2020-03-13,1.0,0.0,493559.0
Malta,MT,2020-03-14,10.0,0.0,493559.0
Malta,MT,2020-03-15,1.0,0.0,493559.0
Malta,MT,2020-03-16,11.0,0.0,493559.0
Malta,MT,2020-03-17,8.0,0.0,493559.0
Malta,MT,2020-03-18,10.0,0.0,493559.0
Malta,MT,2020-03-19,4.0,0.0,493559.0
Malta,MT,2020-03-20,12.0,0.0,493559.0
Malta,MT,2020-03-21,9.0,0.0,493559.0
Malta,MT,2020-03-22,17.0,0.0,493559.0
Malta,MT,2020-03-23,17.0,0.0,493559.0
Malta,MT,2020-03-24,7.0,0.0,493559.0
Malta,MT,2020-03-25,15.0,0.0,493559.0
Malta,MT,2020-03-26,5.0,0.0,493559.0
Malta,MT,2020-03-27,5.0,0.0,493559.0
Malta,MT,2020-03-28,10.0,0.0,493559.0
Malta,MT,2020-03-29,2.0,0.0,493559.0
Malta,MT,2020-03-30,5.0,0.0,493559.0
Malta,MT,2020-03-31,13.0,0.0,493559.0
Malta,MT,2020-04-01,19.0,0.0,493559.0
Malta,MT,2020-04-02,7.0,0.0,493559.0
Malta,MT,2020-04-03,7.0,0.0,493559.0
Malta,MT,2020-04-04,11.0,0.0,493559.0
Malta,MT,2020-04-05,14.0,0.0,493559.0
Malta,MT,2020-04-06,14.0,0.0,493559.0
Malta,MT,2020-04-07,52.0,0.0,493559.0
Malta,MT,2020-04-08,6.0,0.0,493559.0
Malta,MT,2020-04-09,38.0,1.0,493559.0
Malta,MT,2020-04-10,13.0,1.0,493559.0
Malta,MT,2020-04-11,20.0,0.0,493559.0
Malta,MT,2020-04-12,8.0,1.0,493559.0
Malta,MT,2020-04-13,6.0,0.0,493559.0
Malta,MT,2020-04-14,9.0,0.0,493559.0
Malta,MT,2020-04-15,6.0,0.0,493559.0
Malta,MT,2020-04-16,13.0,0.0,493559.0
Malta,MT,2020-04-17,10.0,0.0,493559.0
Malta,MT,2020-04-18,4.0,0.0,493559.0
Malta,MT,2020-04-19,1.0,0.0,493559.0
Malta,MT,2020-04-20,4.0,0.0,493559.0
Malta,MT,2020-04-21,12.0,0.0,493559.0
Malta,MT,2020-04-22,1.0,0.0,493559.0
Malta,MT,2020-04-23,0.0,0.0,493559.0
Malta,MT,2020-04-24,2.0,0.0,493559.0
Malta,MT,2020-04-25,1.0,0.0,493559.0
Malta,MT,2020-04-26,2.0,1.0,493559.0
Malta,MT,2020-04-27,0.0,0.0,493559.0
Malta,MT,2020-04-28,8.0,0.0,493559.0
Malta,MT,2020-04-29,5.0,0.0,493559.0
Malta,MT,2020-04-30,2.0,0.0,493559.0
Malta,MT,2020-05-01,2.0,0.0,493559.0
Malta,MT,2020-05-02,1.0,0.0,493559.0
Malta,MT,2020-05-03,9.0,0.0,493559.0
Malta,MT,2020-05-04,3.0,0.0,493559.0
Malta,MT,2020-05-05,1.0,0.0,493559.0
Malta,MT,2020-05-06,3.0,1.0,493559.0
Malta,MT,2020-05-07,2.0,0.0,493559.0
Malta,MT,2020-05-08,3.0,0.0,493559.0
Malta,MT,2020-05-09,1.0,0.0,493559.0
Malta,MT,2020-05-10,6.0,0.0,493559.0
Malta,MT,2020-05-11,7.0,0.0,493559.0
Malta,MT,2020-05-12,3.0,0.0,493559.0
Malta,MT,2020-05-13,2.0,1.0,493559.0
Malta,MT,2020-05-14,14.0,0.0,493559.0
Malta,MT,2020-05-15,10.0,0.0,493559.0
Malta,MT,2020-05-16,14.0,0.0,493559.0
Malta,MT,2020-05-17,7.0,0.0,493559.0
Malta,MT,2020-05-18,5.0,0.0,493559.0
Malta,MT,2020-05-19,11.0,0.0,493559.0
Malta,MT,2020-05-20,15.0,0.0,493559.0
Malta,MT,2020-05-21,15.0,0.0,493559.0
Malta,MT,2020-05-22,1.0,0.0,493559.0
Malta,MT,2020-05-23,9.0,0.0,493559.0
Malta,MT,2020-05-24,1.0,0.0,493559.0
Malta,MT,2020-05-25,1.0,0.0,493559.0
Malta,MT,2020-05-26,0.0,0.0,493559.0
Malta,MT,2020-05-27,1.0,0.0,493559.0
Malta,MT,2020-05-28,4.0,1.0,493559.0
Malta,MT,2020-05-29,0.0,0.0,493559.0
Malta,MT,2020-05-30,2.0,2.0,493559.0
Malta,MT,2020-05-31,0.0,0.0,493559.0
Malta,MT,2020-06-01,1.0,0.0,493559.0
Malta,MT,2020-06-02,1.0,0.0,493559.0
Malta,MT,2020-06-03,2.0,0.0,493559.0
Malta,MT,2020-06-04,0.0,0.0,493559.0
Malta,MT,2020-06-05,3.0,0.0,493559.0
Malta,MT,2020-06-06,2.0,0.0,493559.0
Malta,MT,2020-06-07,2.0,0.0,493559.0
Malta,MT,2020-06-08,1.0,0.0,493559.0
Malta,MT,2020-06-09,2.0,0.0,493559.0
Malta,MT,2020-06-10,3.0,0.0,493559.0
Malta,MT,2020-06-11,5.0,0.0,493559.0
Malta,MT,2020-06-12,5.0,0.0,493559.0
Malta,MT,2020-06-13,1.0,0.0,493559.0
Malta,MT,2020-06-14,2.0,0.0,493559.0
Malta,MT,2020-06-15,2.0,0.0,493559.0
Malta,MT,2020-06-16,6.0,0.0,493559.0
Malta,MT,2020-06-17,6.0,0.0,493559.0
Malta,MT,2020-06-18,1.0,0.0,493559.0
Malta,MT,2020-06-19,0.0,0.0,493559.0
Malta,MT,2020-06-20,1.0,0.0,493559.0
Malta,MT,2020-06-21,1.0,0.0,493559.0
Malta,MT,2020-06-22,0.0,0.0,493559.0
Malta,MT,2020-06-23,0.0,0.0,493559.0
Malta,MT,2020-06-24,0.0,0.0,493559.0
Malta,MT,2020-06-25,3.0,0.0,493559.0
Malta,MT,2020-06-26,2.0,0.0,493559.0
Malta,MT,2020-06-27,0.0,0.0,493559.0
Malta,MT,2020-06-28,0.0,0.0,493559.0
Malta,MT,2020-06-29,0.0,0.0,493559.0
Malta,MT,2020-06-30,0.0,0.0,493559.0
Malta,MT,2020-07-01,1.0,0.0,493559.0
Malta,MT,2020-07-02,0.0,0.0,493559.0
Malta,MT,2020-07-03,1.0,0.0,493559.0
Malta,MT,2020-07-04,0.0,0.0,493559.0
Malta,MT,2020-07-05,0.0,0.0,493559.0
Malta,MT,2020-07-06,0.0,0.0,493559.0
Malta,MT,2020-07-07,1.0,0.0,493559.0
Malta,MT,2020-07-08,0.0,0.0,493559.0
Malta,MT,2020-07-09,1.0,0.0,493559.0
Malta,MT,2020-07-10,0.0,0.0,493559.0
Malta,MT,2020-07-11,0.0,0.0,493559.0
Malta,MT,2020-07-12,0.0,0.0,493559.0
Malta,MT,2020-07-13,0.0,0.0,493559.0
Malta,MT,2020-07-14,0.0,0.0,493559.0
Malta,MT,2020-07-15,0.0,0.0,493559.0
Malta,MT,2020-07-16,0.0,0.0,493559.0
Malta,MT,2020-07-17,0.0,0.0,493559.0
Malta,MT,2020-07-18,1.0,0.0,493559.0
Malta,MT,2020-07-19,0.0,0.0,493559.0
Malta,MT,2020-07-20,1.0,0.0,493559.0
Malta,MT,2020-07-21,0.0,0.0,493559.0
Malta,MT,2020-07-22,2.0,0.0,493559.0
Malta,MT,2020-07-23,1.0,0.0,493559.0
Malta,MT,2020-07-24,2.0,0.0,493559.0
Malta,MT,2020-07-25,4.0,0.0,493559.0
Malta,MT,2020-07-26,14.0,0.0,493559.0
Malta,MT,2020-07-27,1.0,0.0,493559.0
Malta,MT,2020-07-28,6.0,0.0,493559.0
Malta,MT,2020-07-29,13.0,0.0,493559.0
Malta,MT,2020-07-30,9.0,0.0,493559.0
Malta,MT,2020-07-31,9.0,0.0,493559.0
Malta,MT,2020-08-01,18.0,0.0,493559.0
Malta,MT,2020-08-02,15.0,0.0,493559.0
Malta,MT,2020-08-03,14.0,0.0,493559.0
Malta,MT,2020-08-04,16.0,0.0,493559.0
Malta,MT,2020-08-05,21.0,0.0,493559.0
Malta,MT,2020-08-06,19.0,0.0,493559.0
Malta,MT,2020-08-07,50.0,0.0,493559.0
Malta,MT,2020-08-08,40.0,0.0,493559.0
Malta,MT,2020-08-09,54.0,0.0,493559.0
Malta,MT,2020-08-10,23.0,0.0,493559.0
Malta,MT,2020-08-11,29.0,0.0,493559.0
Malta,MT,2020-08-12,49.0,0.0,493559.0
Malta,MT,2020-08-13,55.0,0.0,493559.0
Malta,MT,2020-08-14,31.0,0.0,493559.0
Malta,MT,2020-08-15,72.0,0.0,493559.0
Malta,MT,2020-08-16,63.0,0.0,493559.0
Malta,MT,2020-08-17,68.0,0.0,493559.0
Malta,MT,2020-08-18,49.0,0.0,493559.0
Malta,MT,2020-08-19,47.0,0.0,493559.0
Malta,MT,2020-08-20,40.0,0.0,493559.0
Malta,MT,2020-08-21,36.0,0.0,493559.0
Malta,MT,2020-08-22,31.0,1.0,493559.0
Malta,MT,2020-08-23,35.0,0.0,493559.0
Malta,MT,2020-08-24,57.0,0.0,493559.0
Malta,MT,2020-08-25,38.0,0.0,493559.0
Malta,MT,2020-08-26,46.0,0.0,493559.0
Malta,MT,2020-08-27,37.0,0.0,493559.0
Malta,MT,2020-08-28,32.0,0.0,493559.0
Malta,MT,2020-08-29,28.0,0.0,493559.0
Malta,MT,2020-08-30,15.0,1.0,493559.0
Malta,MT,2020-08-31,21.0,1.0,493559.0
Malta,MT,2020-09-01,26.0,0.0,493559.0
Malta,MT,2020-09-02,21.0,1.0,493559.0
Malta,MT,2020-09-03,34.0,0.0,493559.0
Malta,MT,2020-09-04,19.0,0.0,493559.0
Malta,MT,2020-09-05,30.0,0.0,493559.0
Malta,MT,2020-09-06,25.0,1.0,493559.0
Malta,MT,2020-09-07,37.0,0.0,493559.0
Malta,MT,2020-09-08,23.0,0.0,493559.0
Malta,MT,2020-09-09,63.0,0.0,493559.0
Malta,MT,2020-09-10,42.0,0.0,493559.0
Malta,MT,2020-09-11,43.0,1.0,493559.0
Malta,MT,2020-09-12,27.0,0.0,493559.0
Malta,MT,2020-09-13,78.0,0.0,493559.0
Malta,MT,2020-09-14,53.0,0.0,493559.0
Malta,MT,2020-09-15,49.0,1.0,493559.0
Malta,MT,2020-09-16,106.0,0.0,493559.0
Malta,MT,2020-09-17,35.0,0.0,493559.0
Malta,MT,2020-09-18,38.0,1.0,493559.0
Malta,MT,2020-09-19,65.0,2.0,493559.0
Malta,MT,2020-09-20,32.0,1.0,493559.0
Malta,MT,2020-09-21,46.0,1.0,493559.0
Malta,MT,2020-09-22,38.0,2.0,493559.0
Malta,MT,2020-09-23,42.0,2.0,493559.0
Malta,MT,2020-09-24,42.0,1.0,493559.0
Malta,MT,2020-09-25,31.0,2.0,493559.0
Malta,MT,2020-09-26,29.0,2.0,493559.0
Malta,MT,2020-09-27,21.0,1.0,493559.0
Malta,MT,2020-09-28,27.0,1.0,493559.0
Malta,MT,2020-09-29,19.0,2.0,493559.0
Malta,MT,2020-09-30,23.0,0.0,493559.0
Malta,MT,2020-10-01,37.0,1.0,493559.0
Malta,MT,2020-10-02,44.0,2.0,493559.0
Malta,MT,2020-10-03,65.0,1.0,493559.0
Malta,MT,2020-10-04,66.0,1.0,493559.0
Malta,MT,2020-10-05,57.0,0.0,493559.0
Malta,MT,2020-10-06,47.0,1.0,493559.0
Malta,MT,2020-10-07,68.0,1.0,493559.0
Malta,MT,2020-10-08,64.0,0.0,493559.0
Malta,MT,2020-10-09,75.0,0.0,493559.0
Malta,MT,2020-10-10,100.0,0.0,493559.0
Malta,MT,2020-10-11,95.0,0.0,493559.0
Malta,MT,2020-10-12,68.0,2.0,493559.0
Malta,MT,2020-10-13,94.0,1.0,493559.0
Malta,MT,2020-10-14,111.0,0.0,493559.0
Malta,MT,2020-10-15,112.0,1.0,493559.0
Malta,MT,2020-10-16,122.0,0.0,493559.0
Malta,MT,2020-10-17,204.0,0.0,493559.0
Malta,MT,2020-10-18,142.0,0.0,493559.0
Malta,MT,2020-10-19,109.0,0.0,493559.0
Malta,MT,2020-10-20,134.0,0.0,493559.0
Malta,MT,2020-10-21,155.0,1.0,493559.0
Malta,MT,2020-10-22,111.0,3.0,493559.0
Malta,MT,2020-10-23,121.0,0.0,493559.0
Malta,MT,2020-10-24,115.0,1.0,493559.0
Malta,MT,2020-10-25,122.0,1.0,493559.0
Malta,MT,2020-10-26,80.0,2.0,493559.0
Malta,MT,2020-10-27,107.0,1.0,493559.0
Malta,MT,2020-10-28,76.0,2.0,493559.0
Malta,MT,2020-10-29,106.0,0.0,493559.0
Malta,MT,2020-10-30,76.0,1.0,493559.0
Malta,MT,2020-10-31,100.0,2.0,493559.0
Malta,MT,2020-11-01,140.0,2.0,493559.0
Malta,MT,2020-11-02,218.0,0.0,493559.0
Malta,MT,2020-11-03,106.0,1.0,493559.0
Malta,MT,2020-11-04,84.0,0.0,493559.0
Malta,MT,2020-11-05,173.0,4.0,493559.0
Malta,MT,2020-11-06,129.0,4.0,493559.0
Malta,MT,2020-11-07,146.0,0.0,493559.0
Malta,MT,2020-11-08,102.0,2.0,493559.0
Malta,MT,2020-11-09,102.0,3.0,493559.0
Malta,MT,2020-11-10,153.0,4.0,493559.0
Malta,MT,2020-11-11,141.0,3.0,493559.0
Malta,MT,2020-11-12,109.0,4.0,493559.0
Malta,MT,2020-11-13,150.0,1.0,493559.0
Malta,MT,2020-11-14,121.0,4.0,493559.0
Malta,MT,2020-11-15,117.0,3.0,493559.0
Malta,MT,2020-11-16,103.0,1.0,493559.0
Malta,MT,2020-11-17,110.0,3.0,493559.0
Malta,MT,2020-11-18,173.0,1.0,493559.0
Malta,MT,2020-11-19,140.0,2.0,493559.0
Malta,MT,2020-11-20,121.0,2.0,493559.0
Malta,MT,2020-11-21,141.0,2.0,493559.0
Malta,MT,2020-11-22,102.0,2.0,493559.0
Malta,MT,2020-11-23,80.0,3.0,493559.0
Malta,MT,2020-11-24,133.0,4.0,493559.0
Malta,MT,2020-11-25,166.0,3.0,493559.0
Malta,MT,2020-11-26,69.0,5.0,493559.0
Malta,MT,2020-11-27,70.0,0.0,493559.0
Malta,MT,2020-11-28,70.0,6.0,493559.0
Malta,MT,2020-11-29,108.0,4.0,493559.0
Malta,MT,2020-11-30,143.0,1.0,493559.0
Malta,MT,2020-12-01,121.0,4.0,493559.0
Malta,MT,2020-12-02,102.0,4.0,493559.0
Malta,MT,2020-12-03,126.0,5.0,493559.0
Malta,MT,2020-12-04,96.0,2.0,493559.0
Malta,MT,2020-12-05,123.0,1.0,493559.0
Malta,MT,2020-12-06,103.0,0.0,493559.0
Malta,MT,2020-12-07,97.0,2.0,493559.0
Malta,MT,2020-12-08,139.0,4.0,493559.0
Malta,MT,2020-12-09,40.0,2.0,493559.0
Malta,MT,2020-12-10,79.0,3.0,493559.0
Malta,MT,2020-12-11,106.0,4.0,493559.0
Malta,MT,2020-12-12,96.0,2.0,493559.0
Malta,MT,2020-12-13,121.0,0.0,493559.0
Malta,MT,2020-12-14,0.0,0.0,493559.0
"Moldova, Republic of",MD,2020-03-08,1.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-11,2.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-12,1.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-13,2.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-14,2.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-15,12.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-16,3.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-17,6.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-18,1.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-19,6.0,1.0,4043258.0
"Moldova, Republic of",MD,2020-03-20,13.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-21,17.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-22,14.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-23,14.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-24,15.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-25,16.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-26,24.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-27,28.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-28,22.0,1.0,4043258.0
"Moldova, Republic of",MD,2020-03-29,32.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-30,32.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-03-31,35.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-04-01,55.0,2.0,4043258.0
"Moldova, Republic of",MD,2020-04-02,70.0,1.0,4043258.0
"Moldova, Republic of",MD,2020-04-03,82.0,1.0,4043258.0
"Moldova, Republic of",MD,2020-04-04,86.0,2.0,4043258.0
"Moldova, Republic of",MD,2020-04-05,161.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-04-06,112.0,3.0,4043258.0
"Moldova, Republic of",MD,2020-04-07,101.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-04-08,91.0,3.0,4043258.0
"Moldova, Republic of",MD,2020-04-09,118.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-04-10,115.0,2.0,4043258.0
"Moldova, Republic of",MD,2020-04-11,149.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-04-12,122.0,1.0,4043258.0
"Moldova, Republic of",MD,2020-04-13,102.0,2.0,4043258.0
"Moldova, Republic of",MD,2020-04-14,50.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-04-15,222.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-04-16,115.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-04-17,105.0,8.0,4043258.0
"Moldova, Republic of",MD,2020-04-18,110.0,2.0,4043258.0
"Moldova, Republic of",MD,2020-04-19,87.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-04-20,121.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-04-21,76.0,3.0,4043258.0
"Moldova, Republic of",MD,2020-04-22,66.0,3.0,4043258.0
"Moldova, Republic of",MD,2020-04-23,164.0,3.0,4043258.0
"Moldova, Republic of",MD,2020-04-24,148.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-04-25,184.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-04-26,194.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-04-27,104.0,2.0,4043258.0
"Moldova, Republic of",MD,2020-04-28,73.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-04-29,157.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-04-30,133.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-05-01,126.0,8.0,4043258.0
"Moldova, Republic of",MD,2020-05-02,83.0,3.0,4043258.0
"Moldova, Republic of",MD,2020-05-03,72.0,2.0,4043258.0
"Moldova, Republic of",MD,2020-05-04,69.0,1.0,4043258.0
"Moldova, Republic of",MD,2020-05-05,127.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-05-06,115.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-05-07,113.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-05-08,129.0,2.0,4043258.0
"Moldova, Republic of",MD,2020-05-09,123.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-05-10,139.0,9.0,4043258.0
"Moldova, Republic of",MD,2020-05-11,60.0,8.0,4043258.0
"Moldova, Republic of",MD,2020-05-12,68.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-05-13,159.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-05-14,252.0,3.0,4043258.0
"Moldova, Republic of",MD,2020-05-15,147.0,9.0,4043258.0
"Moldova, Republic of",MD,2020-05-16,192.0,3.0,4043258.0
"Moldova, Republic of",MD,2020-05-17,189.0,10.0,4043258.0
"Moldova, Republic of",MD,2020-05-18,126.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-05-19,78.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-05-20,202.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-05-21,213.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-05-22,151.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-05-23,143.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-05-24,147.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-05-25,99.0,8.0,4043258.0
"Moldova, Republic of",MD,2020-05-26,54.0,11.0,4043258.0
"Moldova, Republic of",MD,2020-05-27,158.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-05-28,232.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-05-29,188.0,8.0,4043258.0
"Moldova, Republic of",MD,2020-05-30,171.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-05-31,202.0,3.0,4043258.0
"Moldova, Republic of",MD,2020-06-01,153.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-06-02,109.0,12.0,4043258.0
"Moldova, Republic of",MD,2020-06-03,188.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-06-04,247.0,3.0,4043258.0
"Moldova, Republic of",MD,2020-06-05,223.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-06-06,229.0,8.0,4043258.0
"Moldova, Republic of",MD,2020-06-07,264.0,8.0,4043258.0
"Moldova, Republic of",MD,2020-06-08,189.0,10.0,4043258.0
"Moldova, Republic of",MD,2020-06-09,107.0,12.0,4043258.0
"Moldova, Republic of",MD,2020-06-10,218.0,12.0,4043258.0
"Moldova, Republic of",MD,2020-06-11,296.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-06-12,406.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-06-13,366.0,10.0,4043258.0
"Moldova, Republic of",MD,2020-06-14,366.0,13.0,4043258.0
"Moldova, Republic of",MD,2020-06-15,281.0,8.0,4043258.0
"Moldova, Republic of",MD,2020-06-16,139.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-06-17,375.0,12.0,4043258.0
"Moldova, Republic of",MD,2020-06-18,478.0,10.0,4043258.0
"Moldova, Republic of",MD,2020-06-19,374.0,11.0,4043258.0
"Moldova, Republic of",MD,2020-06-20,450.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-06-21,397.0,14.0,4043258.0
"Moldova, Republic of",MD,2020-06-22,247.0,9.0,4043258.0
"Moldova, Republic of",MD,2020-06-23,163.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-06-24,351.0,10.0,4043258.0
"Moldova, Republic of",MD,2020-06-25,364.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-06-26,375.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-06-27,323.0,13.0,4043258.0
"Moldova, Republic of",MD,2020-06-28,304.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-06-29,170.0,9.0,4043258.0
"Moldova, Republic of",MD,2020-06-30,107.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-07-01,256.0,9.0,4043258.0
"Moldova, Republic of",MD,2020-07-02,285.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-07-03,252.0,11.0,4043258.0
"Moldova, Republic of",MD,2020-07-04,295.0,12.0,4043258.0
"Moldova, Republic of",MD,2020-07-05,227.0,8.0,4043258.0
"Moldova, Republic of",MD,2020-07-06,142.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-07-07,92.0,10.0,4043258.0
"Moldova, Republic of",MD,2020-07-08,235.0,8.0,4043258.0
"Moldova, Republic of",MD,2020-07-09,330.0,11.0,4043258.0
"Moldova, Republic of",MD,2020-07-10,195.0,10.0,4043258.0
"Moldova, Republic of",MD,2020-07-11,258.0,11.0,4043258.0
"Moldova, Republic of",MD,2020-07-12,284.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-07-13,174.0,2.0,4043258.0
"Moldova, Republic of",MD,2020-07-14,57.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-07-15,269.0,9.0,4043258.0
"Moldova, Republic of",MD,2020-07-16,332.0,1.0,4043258.0
"Moldova, Republic of",MD,2020-07-17,224.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-07-18,230.0,9.0,4043258.0
"Moldova, Republic of",MD,2020-07-19,300.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-07-20,186.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-07-21,135.0,11.0,4043258.0
"Moldova, Republic of",MD,2020-07-22,327.0,12.0,4043258.0
"Moldova, Republic of",MD,2020-07-23,356.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-07-24,307.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-07-25,378.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-07-26,345.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-07-27,206.0,3.0,4043258.0
"Moldova, Republic of",MD,2020-07-28,120.0,13.0,4043258.0
"Moldova, Republic of",MD,2020-07-29,367.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-07-30,426.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-07-31,0.0,12.0,4043258.0
"Moldova, Republic of",MD,2020-08-01,786.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-08-02,380.0,10.0,4043258.0
"Moldova, Republic of",MD,2020-08-03,249.0,3.0,4043258.0
"Moldova, Republic of",MD,2020-08-04,120.0,9.0,4043258.0
"Moldova, Republic of",MD,2020-08-05,332.0,10.0,4043258.0
"Moldova, Republic of",MD,2020-08-06,408.0,13.0,4043258.0
"Moldova, Republic of",MD,2020-08-07,406.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-08-08,362.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-08-09,453.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-08-10,217.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-08-11,181.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-08-12,382.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-08-13,474.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-08-14,390.0,15.0,4043258.0
"Moldova, Republic of",MD,2020-08-15,396.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-08-16,422.0,11.0,4043258.0
"Moldova, Republic of",MD,2020-08-17,278.0,1.0,4043258.0
"Moldova, Republic of",MD,2020-08-18,194.0,12.0,4043258.0
"Moldova, Republic of",MD,2020-08-19,412.0,0.0,4043258.0
"Moldova, Republic of",MD,2020-08-20,626.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-08-21,522.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-08-22,547.0,8.0,4043258.0
"Moldova, Republic of",MD,2020-08-23,588.0,6.0,4043258.0
"Moldova, Republic of",MD,2020-08-24,406.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-08-25,350.0,5.0,4043258.0
"Moldova, Republic of",MD,2020-08-26,530.0,15.0,4043258.0
"Moldova, Republic of",MD,2020-08-27,624.0,7.0,4043258.0
"Moldova, Republic of",MD,2020-08-28,564.0,10.0,4043258.0
"Moldova, Republic of",MD,2020-08-29,358.0,4.0,4043258.0
"Moldova, Republic of",MD,2020-08-30,500.0,9.0,4043258.0
"Moldova, Republic of",MD,2020-08-31,296.0,2.0,4043258.0
"Moldova, Republic of",MD,2020-09-01,220.0,3.0,4043258.0
"Moldova, Republic of",MD,2020-09-02,288.0,13.0,4043258.0
"Moldova, Republic of",MD,2020-09-03,532.0,16.0,4043258.0
"Moldova, Republic of",MD,2020-09-04,632.0,12.0,4043258.0
"Moldova, Republic of",MD,2020-09-05,534.0,11.0,4043258.0
"Moldova, Republic of",MD,2020-09-06,567.0,16.0,4043258.0
"Moldova, Republic of",MD,2020-09-07,324.0,0.0,4043258.0
